i,r1,l1,r2,l2,cyl1_primitive,cyl2_primitive,algoPath,minD,p1x,p1y,p1z,p2x,p2y,p2z,q0,q1,q2,q3,R_temp[0][0],R_temp[0][1],R_temp[0][2],O2x,R_temp[1][0],R_temp[1][1],R_temp[1][2],O2y,R_temp[2][0],R_temp[2][1],R_temp[2][2],O2z,kvec[0],kvec[1],kvec[2],kphi
6113,4.85742,3.04777,6.38551,4.08809,3,2,C3b1X,-4.85742,-8.88E-16,0,1.52906,0,-9.99E-16,1.52906,0.997697,0.0226482,-0.0547548,-0.032999,0.991826,0.0633658,-0.110752,4.4634,-0.0683262,0.996796,-0.0415785,-0.777198,0.107763,0.0488059,0.992978,-2.12266,0.333931,-0.807319,-0.486545,0.13575
6112,1.3028,1.05876,8.6546,0.161558,5,5,C4b4b,2.11591,-0.449485,1.2228,8.88E-16,-0.592658,1.6123,-2.07482,0.995117,0.0922923,0.0345286,-0.0057183,0.99755,0.0177542,0.0676645,7.42942,-0.0050073,0.982899,-0.184078,0.85102,-0.0697755,0.183288,0.98058,-2.93605,0.935026,0.349814,-0.0579329,0.197733
6111,1.64705,4.83104,7.43513,4.55546,5,2,B2XXX,-1.91413,1.64227,0.125479,0,-0.0578976,-0.00442373,-0.869743,0.930459,0.057781,-0.227901,-0.281012,0.738187,0.496604,-0.456579,7.78865,-0.549278,0.835387,0.0205601,0.444212,0.39163,0.235612,0.889445,0.0881208,0.157701,-0.622008,-0.766965,0.750263
6110,2.10061,3.75449,9.67809,0.622571,5,6,C4b4b,0.0585807,-0.3157,-2.07675,3.75449,-0.322819,-2.12359,3.78895,0.889189,0.452073,-0.0381952,-0.0592829,0.990053,0.0708933,-0.121526,2.40751,-0.139961,0.584231,-0.799428,-0.893931,0.014325,0.808486,0.588342,6.02375,0.98805,-0.0834793,-0.129569,0.950455
6109,0.628648,2.78601,9.65663,2.97311,3,2,C4b1X,-0.628648,1.78E-15,0,2.3333,3.55E-15,-4.44E-15,2.3333,0.929334,0.281245,0.115232,-0.209671,0.885519,0.454525,0.09624,8.49008,-0.324892,0.753879,-0.571062,4.26686,-0.332116,0.474419,0.815246,0.673003,0.761684,0.312078,-0.567843,0.756385
6108,1.5076,1.58373,6.2974,0.607903,5,3,C4c4c,1.63725,0.850113,1.24506,0,1.48873,2.18037,-1.18235,0.942846,0.318598,0.0926916,0.030741,0.980927,0.00109467,0.194376,7.54534,0.117031,0.795101,-0.595079,3.42738,-0.1552,0.606476,0.779807,-2.51997,0.956094,0.278162,0.0922519,0.679452
6107,3.74118,4.9456,5.58585,3.02325,5,2,C4c2X,-1.06371,2.70946,-2.57977,1.38702,1.93909,-1.84628,1.38702,0.913462,0.134523,-0.272071,0.271051,0.705017,-0.568389,-0.424128,7.18406,0.42199,0.81687,-0.393253,-4.59077,0.569979,0.0982721,0.815762,-0.915117,0.330584,-0.668603,0.666096,0.838171
6106,3.96395,3.71663,5.50945,4.80149,5,4,C23bX,-3.9599,3.95795,0.217927,3.71663,0.0178151,0.000980912,3.38637,0.997845,0.00656884,-0.0412748,-0.0505809,0.991476,0.100402,-0.0830362,5.77606,-0.101486,0.994797,-0.00893394,0.332547,0.0817072,0.0172848,0.996506,0.530142,0.100114,-0.629055,-0.770887,0.131322
6105,3.64076,4.31856,5.77698,1.79248,2,6,B2XXX,-2.62773,0.907857,0.449481,3.42277,3.26276,1.6154,3.42277,0.977298,0.017185,-0.124108,-0.170851,0.910814,0.32968,-0.248453,6.33713,-0.338211,0.941029,0.00881819,3.07195,0.236708,0.0759976,0.968604,2.94096,0.0811116,-0.585777,-0.806403,0.426973
6104,1.79084,0.709437,8.43064,3.10296,5,5,C4b4b,0,1.62417,-0.75444,2.22E-16,1.62417,-0.75444,2.22E-16,0.978676,0.117044,-0.168132,-0.015028,0.943012,-0.0099426,-0.332611,7.77035,-0.0687727,0.97215,-0.224043,-1.16046,0.325575,0.23415,0.916065,-1.25498,0.569806,-0.818516,-0.0731608,0.413766
6103,3.80832,2.87869,6.34102,2.90359,5,6,B3bXX,0,-3.00398,2.34081,1.07E-14,-3.00398,2.34081,8.88E-16,0.922452,0.381396,0.00265039,-0.0601074,0.99276,0.112914,-0.0409597,2.75123,-0.108871,0.701849,-0.703957,3.42243,-0.0507392,0.70332,0.709061,-2.68868,0.987785,0.0068643,-0.155674,0.792826
6102,1.48185,1.596,7.13113,0.670791,5,4,C4c4c,0.583319,1.3674,-0.571062,1.596,1.90478,-0.795485,1.62945,0.892746,0.386853,0.0918687,-0.21192,0.8933,0.449461,6.70E-05,8.83874,-0.307302,0.61087,-0.72966,-1.93387,-0.327994,0.651785,0.68381,0.414051,0.858603,0.203898,-0.470347,0.934787
6101,0.772207,2.63006,9.45408,3.53878,5,6,C4b3b,6.25853,0.282254,-0.718775,2.63006,1.62174,-4.12985,7.70347,0.94807,0.275865,0.136304,-0.0805198,0.949876,0.22788,0.214026,2.13749,-0.0774739,0.83483,-0.545029,-2.48246,-0.302876,0.501128,0.81064,8.67492,0.86733,0.428544,-0.253157,0.64737
6100,2.78276,3.38577,5.73663,2.8562,5,2,C22XX,-2.6009,0.70235,-2.69267,0,0.312228,-1.19702,2.09178,0.890445,0.403873,0.208786,-0.0200687,0.912011,0.204387,0.355615,0.99415,0.132906,0.672968,-0.727633,-4.13054,-0.388036,0.710873,0.58659,-2.81642,0.887455,0.45878,-0.0440983,0.944949
6099,0.667445,3.78204,8.5737,1.3492,5,6,C23bX,-1.49747,0.366879,-0.557569,3.78204,-0.449601,0.683287,3.97189,0.996296,0.0699248,0.0117886,-0.0486299,0.994992,0.0985482,0.0166891,4.21143,-0.095251,0.985491,-0.140478,-6.30589,-0.0302908,0.138185,0.989943,2.07239,0.813227,0.137102,-0.565567,0.172181
6098,4.04087,0.133753,7.00738,0.769559,5,4,C4c4a,0,1.94653,-3.45286,0.133753,1.94653,-3.45286,0.133753,0.986217,0.163941,-0.0216139,-0.00568724,0.999001,0.00413088,-0.0444968,8.13569,-0.0183045,0.946182,-0.323117,-0.443638,0.0407673,0.323609,0.945312,1.45366,0.990835,-0.130631,-0.0343728,0.332444
6097,2.71933,1.75947,7.95297,0.177615,5,4,C4a4a,0,2.64676,0.624022,1.75947,2.64676,0.624022,1.75947,0.94955,0.25158,0.114914,-0.147843,0.929874,0.33859,0.143845,7.02638,-0.222949,0.829699,-0.511755,-0.279578,-0.292623,0.443797,0.847004,0.260043,0.80219,0.366416,-0.471414,0.638
6096,4.6267,1.05099,9.40909,0.0230794,5,5,C4b3b,0.561375,3.75717,2.70001,2.50E-16,4.03658,2.9008,-0.443569,0.879882,0.272473,-0.175171,-0.34768,0.696867,0.516376,-0.497726,7.06742,-0.707294,0.609754,-0.357681,-0.686378,0.118793,0.601295,0.790147,-0.187431,0.573395,-0.368632,-0.731662,0.990365
6095,3.32793,3.22826,6.87912,1.37475,6,5,B4bXX,0.639239,3.54254,-1.23514,3.70686,3.1424,-1.09563,3.22826,0.932934,0.0938584,0.341828,-0.0630746,0.758351,0.181856,0.625965,3.50409,-0.0535221,0.974424,-0.218249,3.309,-0.649645,0.132006,0.748689,5.06366,0.260684,0.949397,-0.175184,0.736637
6094,2.32395,0.719934,7.07059,3.42516,5,5,C4b4b,0,-0.644911,2.23268,1.78E-15,-0.644911,2.23268,4.88E-15,0.987587,0.157007,0.00389693,0.00232635,0.999959,-0.00337125,0.00842763,3.37585,0.00581863,0.950687,-0.310098,1.83433,-0.00696662,0.310134,0.950667,-3.76849,0.999582,0.0248098,0.0148107,0.315451
6093,0.116924,3.68041,6.28876,4.57507,1,1,AXXXX,0,-0.116518,-0.00974029,3.34199,-0.116518,-0.00974029,3.34199,0.963677,0.266167,0.0193868,0.0103044,0.999036,-0.00954003,0.0428506,4.52295,0.0301805,0.858098,-0.512598,-3.30149,-0.0318798,0.513397,0.857559,0.624327,0.996615,0.0725904,0.0385831,0.540705
6092,2.11607,4.69414,5.04614,4.42994,5,3,C4c4c,0.424438,2.00982,-0.662086,-4.44E-16,2.41268,-0.794799,-0.0154146,0.892113,0.336969,0.212058,0.213586,0.818825,-0.238172,0.522302,6.44254,0.523999,0.681666,-0.510643,-0.734074,-0.234415,0.691813,0.682967,-3.05186,0.745814,0.469348,0.472731,0.937594
6091,2.93895,0.0696614,7.20685,1.45392,5,3,C4c3c,3.40773,2.38404,1.71866,3.55E-15,2.95997,2.13385,-3.33295,0.918325,0.33872,-0.178461,0.1005,0.916103,-0.30548,-0.259688,2.80549,0.0636864,0.750338,-0.65798,-2.07165,0.395853,0.586239,0.706841,-9.36142,0.855725,-0.450856,0.253898,0.813938
6090,3.2647,4.70411,9.0919,1.69693,3,2,C4b1X,-3.2647,-1.78E-15,8.88E-16,4.59039,-1.78E-15,8.88E-16,4.59039,0.987196,0.1009,0.107514,-0.0608673,0.969472,0.141872,0.199992,7.6747,-0.0984794,0.972229,-0.212305,-4.14342,-0.224558,0.186128,0.95652,2.06608,0.632544,0.674008,-0.381577,0.320399
6089,0.956979,3.76852,6.5062,4.88995,5,5,C4c4b,1.00191,-0.836103,0.465554,0,-1.04389,0.581256,-0.973272,0.989649,0.049619,0.108763,-0.0793945,0.963734,0.167939,0.207396,4.1525,-0.146352,0.982469,-0.115481,1.44769,-0.223154,0.0809404,0.971417,-7.01353,0.345754,0.757882,-0.553235,0.288013
6088,0.122018,1.43,7.7633,1.88521,5,5,C4b4b,3.32311,-0.00662705,0.121838,-8.88E-16,-0.0334822,0.615567,-3.28612,0.981357,0.0740301,-0.00924405,0.177122,0.937084,-0.349009,0.00808134,4.35093,0.346272,0.926294,-0.148575,-2.82246,0.0443682,0.142025,0.988868,-5.74493,0.385186,-0.0480977,0.921585,0.386793
6087,2.3723,0.897091,8.83697,4.13172,5,4,C4c4a,0,0.906342,-0.564748,0.897091,0.906342,-0.564748,0.897091,0.993559,0.0482926,0.0471391,-0.0910309,0.978983,0.185442,0.0848788,4.77779,-0.176336,0.978762,-0.104545,7.36299,-0.102463,0.0873808,0.990891,1.40189,0.42617,0.415991,-0.803325,0.227123
6086,3.86244,4.41382,8.35643,0.429495,3,2,C4b1X,-3.86244,8.88E-16,-8.88E-16,0.755838,0,-1.78E-15,0.755838,0.990436,0.126596,0.0499769,-0.0226334,0.99398,0.0574877,0.0932672,4.94375,-0.0321803,0.966923,-0.253032,6.27696,-0.104728,0.248507,0.962952,1.48037,0.917542,0.362224,-0.164043,0.276828
6085,4.29457,4.12373,5.96614,4.38147,5,2,B2XXX,-1.79997,3.8352,1.93251,0,2.22923,1.12328,-0.0768773,0.99946,0.0319044,-0.00784914,0.00104588,0.999875,-0.00259148,-0.0156231,7.59746,0.00158979,0.997962,-0.0637908,3.9898,0.0157565,0.063758,0.997841,-2.70448,0.970553,-0.238776,0.0318164,0.0657567
6084,1.50269,4.21733,8.86288,2.29905,3,2,C4b1X,-1.50269,8.88E-16,-2.22E-16,3.00299,-1.78E-15,-2.22E-16,3.00299,0.906606,0.41795,0.0421874,-0.0400522,0.993232,0.107888,0.0430151,7.04262,-0.0373587,0.647427,-0.761211,1.46401,-0.109974,0.754452,0.647076,0.704081,0.990452,0.0999752,-0.0949152,0.871254
6083,1.99443,2.4823,9.52661,3.90369,3,2,C4b1X,-1.99443,8.88E-16,1.11E-16,0.0310374,1.78E-15,1.67E-15,0.0310374,0.999964,0.0040268,0.00653356,0.00361189,0.999889,-0.00717089,0.0130957,7.10089,0.00727613,0.999941,-0.00800611,-0.527122,-0.0130376,0.00810051,0.999882,-0.0661858,0.474734,0.770264,0.425818,0.0169647
6082,2.9718,4.08228,7.81765,0.36901,4,5,B3aXX,0,-0.737337,-2.21045,4.08228,-0.737337,-2.21045,4.08228,0.903064,0.0821776,0.253313,-0.336978,0.644557,0.650259,0.402131,6.33948,-0.566993,0.759385,-0.319145,-0.0285689,-0.512899,-0.0222984,0.858159,1.57753,0.191331,0.589778,-0.784573,0.88789
6081,2.91096,1.667,7.26658,4.26322,5,5,C4b4b,1.59198,2.18588,1.92239,-8.88E-16,2.52037,2.21656,-1.52839,0.985974,0.102469,-0.0973207,-0.0887907,0.96529,0.155146,-0.210108,3.69884,-0.195035,0.963233,-0.184781,0.418846,0.173715,0.219346,0.960058,-6.05707,0.613961,-0.583114,-0.532005,0.335366
6080,3.59531,3.79757,6.30101,2.05498,5,6,C4b4b,1.77853,-2.78502,-2.27375,3.79757,-3.57841,-2.9215,5.25157,0.95087,0.207204,-0.219775,-0.0679032,0.894176,0.0380575,-0.446095,1.55363,-0.220211,0.904911,-0.364202,-3.54274,0.389816,0.423896,0.817531,7.77518,0.669288,-0.709892,-0.219333,0.629522
6079,3.43353,4.68048,9.75117,4.50786,5,6,C24bX,-6.63979,3.37429,0.635039,4.68048,-3.12909,-0.588891,4.13753,0.996006,0.0321694,-0.0375262,0.074356,0.986126,-0.150532,-0.0699687,6.51212,0.145704,0.986873,-0.0696625,1.29853,0.0795367,0.0585013,0.995114,3.64978,0.360298,-0.420295,0.832789,0.178809
6078,4.93836,3.00355,5.45995,3.78902,3,2,C3b1X,-4.93836,4.44E-16,-4.44E-16,1.26255,4.44E-16,-4.44E-16,1.26255,0.994697,0.0566686,0.0162644,-0.0842742,0.985267,0.169498,0.0228049,3.44504,-0.165811,0.979373,-0.115478,3.09234,-0.0419077,0.109995,0.993048,-2.27251,0.550986,0.158138,-0.819394,0.206063
6077,4.56319,4.71468,9.35184,2.68062,5,4,B4bXX,3.29114,4.47963,0.869264,-4.44E-16,6.17579,1.1984,-2.80113,0.94969,0.0941177,-0.256097,-0.153768,0.82154,0.243857,-0.51537,6.94677,-0.34027,0.934995,-0.100007,1.93567,0.457481,0.257524,0.851112,-5.39721,0.300513,-0.817704,-0.490971,0.637101
6076,4.02111,0.762755,7.46263,4.80009,5,6,C4b4b,0.51303,2.6204,-3.05006,0.762755,2.88482,-3.35783,1.0767,0.894944,0.355785,0.259697,0.0710655,0.855015,0.057593,0.515396,8.01499,0.311992,0.736734,-0.599904,-0.0683621,-0.41426,0.673726,0.61195,-0.0193155,0.797404,0.582047,0.159276,0.924982
6075,2.71442,4.78196,7.27016,3.03217,3,2,C4b1X,-2.71442,-8.88E-16,-2.22E-16,2.81666,0,-2.44E-15,2.81666,0.981629,0.146481,0.0883386,-0.0845181,0.970106,0.191811,0.148671,5.67442,-0.140051,0.9428,-0.302513,-1.77414,-0.198192,0.272649,0.941479,1.35054,0.767731,0.462996,-0.442972,0.38395
6074,2.54522,0.927202,9.60563,1.06443,5,5,C4b3b,5.27156,2.47803,0.580956,0,6.49727,1.52324,-3.27828,0.87844,0.00363997,-0.434795,0.198201,0.54334,-0.351381,-0.762439,4.18678,0.34505,0.921406,-0.178749,0.556619,0.765325,-0.165959,0.62188,-8.10047,0.00761735,-0.909893,0.414774,0.996418
6073,2.61592,2.99739,9.62969,0.679093,3,2,C4b1X,-2.61592,4.44E-16,8.88E-16,0.417095,8.88E-16,3.55E-15,0.417095,0.935705,0.0181872,-0.333569,0.11339,0.751749,-0.224332,-0.62012,1.55654,0.200065,0.973624,-0.109682,5.31699,0.628369,-0.0416108,0.776802,2.41042,0.0515533,-0.945535,0.321414,0.721089
6072,2.07995,4.70221,8.13646,3.42578,5,5,C4b4b,2.18454,1.56726,1.36744,2.22E-16,2.53244,2.20958,-1.76958,0.949249,0.217511,-0.218321,-0.0628599,0.896769,0.0243647,-0.441827,8.22279,-0.214314,0.897475,-0.385498,4.26366,0.387136,0.440392,0.810049,-1.91745,0.691553,-0.694127,-0.199856,0.639915
6071,0.715247,2.33503,9.77322,2.62039,5,5,C4b4b,2.37402,0.399445,0.593314,0,1.02859,1.52781,-2.08971,0.911958,0.144504,-0.19748,0.329322,0.705096,-0.65773,-0.265011,5.11188,0.543583,0.741331,-0.393633,-1.42807,0.455365,0.133494,0.88024,-5.15911,0.352205,-0.481326,0.802669,0.845532
6070,0.401585,0.269458,8.38493,2.47346,5,5,C24bX,-3.47849,0.173185,0.362322,0,-0.899983,-1.88287,-2.43049,0.905028,0.192131,-0.378185,0.0314093,0.711978,-0.202175,-0.672467,2.8326,-0.0884694,0.924199,-0.371524,4.16217,0.696606,0.32401,0.640123,2.33764,0.451697,-0.88911,0.073843,0.878703
6069,4.26071,3.85236,9.32214,2.34594,5,2,C4b2X,1.25377,-2.91071,3.1115,1.22944,-3.76723,4.02709,1.22944,0.923582,0.378654,0.0365107,0.0478009,0.992764,-0.0606462,0.103641,3.1146,0.115946,0.708672,-0.695946,1.91742,-0.0312412,0.702927,0.710576,-5.14202,0.987617,0.0952283,0.124676,0.786954
6068,4.15114,1.3366,6.53299,0.0514161,5,3,C4c4c,0.754761,-2.19607,3.52267,4.44E-16,-2.27019,3.64158,-0.741641,0.991904,0.0509074,0.115628,0.0128496,0.97293,-0.0137186,0.230692,3.55307,0.0372638,0.994487,-0.0980189,6.3646,-0.228075,0.103962,0.968077,-1.90672,0.400876,0.910527,0.101186,0.254668
6067,3.89196,1.82418,6.08681,1.37185,5,6,C4b4b,0.608322,0.467874,-3.86374,1.82418,0.471743,-3.89569,2.43165,0.997425,0.0259984,0.00492559,-0.0666584,0.991065,0.13323,0.00635978,2.83266,-0.132717,0.989761,-0.0525195,-4.89358,-0.0132918,0.0512062,0.9986,2.36413,0.362507,0.0686796,-0.929447,0.14356
6066,3.99336,2.02791,9.0201,3.14222,5,6,C4b4b,1.33374,1.76857,-3.58038,2.02791,2.24003,-4.53484,2.8314,0.894971,0.396252,0.204373,-0.0155509,0.91598,0.189802,0.353491,3.29145,0.134131,0.685484,-0.715626,-4.61526,-0.37814,0.702913,0.602432,2.11893,0.888213,0.458108,-0.0348578,0.924858
6065,2.83111,2.15875,5.38228,0.633564,5,3,C4c4c,1.63447,2.83108,0.0134861,0,3.14791,0.0149954,-1.60347,0.999926,0.00953068,0.00697761,0.00279734,0.999887,-0.00546127,0.0140075,8.50124,0.00572727,0.999803,-0.0190209,-0.429747,-0.0139009,0.019099,0.999721,-2.32068,0.785153,0.574828,0.23045,0.0242778
6064,4.53187,1.25002,5.95999,4.6548,5,5,C3b4b,3.70938,0.485222,4.50582,0,0.536173,4.97895,-3.67873,0.997918,0.063942,-0.00654566,-0.00525032,0.999859,0.0096417,-0.0137355,2.89083,-0.0113159,0.991768,-0.127549,3.09973,0.0123926,0.127687,0.991737,-8.5814,0.991499,-0.101498,-0.0814126,0.12907
6063,3.35894,1.69714,9.79029,0.850364,5,5,C4b4b,0,3.34751,0.276873,-2.78E-17,3.34751,0.276873,-3.89E-16,0.951923,0.306324,0.00267061,0.000941008,0.999984,-0.000155391,0.00566094,5.9989,0.00342768,0.81233,-0.583188,0.618657,-0.00450793,0.583198,0.812317,0.2269,0.999957,0.0087179,0.00307181,0.622685
6062,4.80006,1.93619,8.57546,3.05352,5,6,C4b4b,0.0984844,4.40433,-1.90852,1.93619,4.46322,-1.93404,2.01089,0.933461,0.167736,0.304369,0.0887396,0.798969,-0.0635623,0.598003,6.54834,0.267777,0.92798,-0.259131,-1.93625,-0.538464,0.36717,0.758448,0.366108,0.46765,0.848583,0.247407,0.733705
6061,4.14954,3.23961,6.86582,2.89424,5,3,C4c3c,1.07896,3.43391,2.32958,-1.78E-15,3.71842,2.5226,-1.02271,0.923109,0.0544359,-0.164177,0.343442,0.710187,-0.651943,-0.265715,4.12605,0.616195,0.758169,-0.213271,-3.52382,0.340497,-0.0122698,0.940166,-5.35754,0.141562,-0.426945,0.893128,0.789415
6060,3.03707,4.98206,8.9503,1.21969,1,1,AXXXX,0,-3.03431,-0.129411,3.74325,-3.03431,-0.129411,3.74325,0.968101,0.172905,-0.0245223,0.179677,0.934229,-0.356371,0.0146539,5.33827,0.339411,0.87564,-0.34359,-2.84799,0.109614,0.325966,0.939005,2.0357,0.690067,-0.0978693,0.717098,0.506521
6059,3.40012,4.37102,7.61219,1.49093,3,2,C4b1X,-3.40012,4.44E-16,-8.88E-16,4.32028,-4.44E-16,0,4.32028,0.980138,0.176933,0.0893716,0.0060176,0.983953,0.0198294,0.177323,3.06617,0.0434217,0.937317,-0.345762,-5.05035,-0.173064,0.347913,0.921415,1.83506,0.892182,0.450656,0.0303437,0.399276
6058,4.35198,4.62166,7.62051,0.0951767,2,4,B1XXX,-4.35198,-8.88E-16,-2.00E-15,2.45959,0,2.22E-16,2.45959,0.93479,0.236079,0.250005,-0.0890652,0.85913,0.284556,0.425351,5.65224,-0.0484728,0.872668,-0.485902,1.65466,-0.509456,0.396835,0.763529,0.239165,0.664634,0.703839,-0.250746,0.72626
6057,0.67493,0.0150503,6.4471,0.901,5,5,C4b4b,2.16662,-0.0607059,0.672194,-1.67E-16,-0.203154,2.24952,-1.47851,0.917055,0.396262,0.0421238,-0.0145268,0.996029,0.0600278,0.0657468,2.77116,0.00674045,0.68553,-0.728013,5.44325,-0.0887725,0.725565,0.682403,0.321778,0.993737,0.105637,-0.0364298,0.820328
6056,3.66885,0.288308,7.76691,1.39889,5,5,C4b3b,0,-1.39708,3.39243,0.288308,-1.39708,3.39243,0.288308,0.884816,0.452655,0.102712,-0.0406628,0.975594,0.164944,0.144949,2.74205,0.0210277,0.5869,-0.809387,3.08327,-0.218574,0.79268,0.569107,-3.66366,0.971489,0.22044,-0.0872705,0.969393
6055,1.11424,0.741271,9.65538,3.16184,5,5,C24bX,-1.43315,1.10941,0.103678,0,-0.297797,-0.0278303,-0.237518,0.979692,0.177302,-0.0497515,-0.0793244,0.982465,0.137785,-0.125611,9.25999,-0.173069,0.924543,-0.33951,1.06694,0.0693536,0.355296,0.932177,0.789454,0.884263,-0.248127,-0.395616,0.403754
6054,1.26052,3.13529,8.68923,3.32503,6,3,B4bXX,1.88863,0.0819323,-1.25785,3.13529,0.180681,-2.77387,4.25728,0.892669,0.44995,0.02255,0.0133643,0.998626,-0.00356707,0.0522859,2.22535,0.0441525,0.594733,-0.80271,-3.6384,-0.0282329,0.803915,0.594073,2.90919,0.998307,0.0500319,0.0296515,0.935127
6053,2.0842,0.193587,9.95687,4.07393,5,6,C4b3b,0.444556,0.562353,-2.0069,0.193587,0.602747,-2.15105,0.612178,0.915447,0.135837,0.103691,-0.364354,0.712989,0.695263,0.0908619,4.22912,-0.638923,0.697589,-0.324263,-7.86146,-0.288833,0.173143,0.941593,-1.7043,0.337534,0.257657,-0.905364,0.828359
6052,2.51742,3.49642,9.04303,1.81979,5,5,C4b3b,2.00752,0.905553,2.34891,4.44E-16,1.41667,3.67471,-1.41816,0.923568,0.355154,-0.143718,0.0152954,0.958222,-0.130337,-0.254602,5.52795,-0.0738314,0.747264,-0.660413,2.18705,0.276331,0.65162,0.706422,-3.90324,0.92624,-0.374817,0.0398903,0.787027
6051,2.7166,4.09784,7.86343,1.22626,5,6,C4b3b,1.87837,-0.453518,-2.67848,4.09784,-0.597941,-3.53144,5.76513,0.936245,0.214665,-0.100525,0.259344,0.845271,-0.528778,-0.0768876,2.9533,0.442461,0.773319,-0.454099,-2.40488,0.299576,0.349817,0.887627,6.64908,0.610975,-0.286112,0.73814,0.718022
6050,1.9022,2.67816,5.65743,2.3643,3,6,B3cXX,3.00958,3.44509,-1.24262,-2.44121,1.78936,-0.645413,2.66E-15,0.885964,0.000700941,-0.319137,-0.336481,0.569864,0.595773,-0.56596,1.43979,-0.596667,0.77356,0.213525,1.46815,0.565016,0.216009,0.796302,-7.56243,0.00151145,-0.688159,-0.725558,0.964457
6049,3.75457,1.93402,8.49536,1.19585,3,2,C4b1X,-3.75457,1.78E-15,-1.67E-16,1.29562,1.78E-15,-2.89E-15,1.29562,0.9967,0.0461214,0.00935608,-0.066139,0.991076,0.132705,0.0125496,8.09594,-0.130978,0.986997,-0.0931761,-0.336097,-0.0247513,0.0907008,0.995571,1.16211,0.568185,0.115261,-0.814789,0.162525
6048,4.88826,3.47524,5.31398,0.504558,5,6,C4b4b,2.14009,-1.06565,-4.77068,3.47524,-1.16544,-5.21743,5.5658,0.992942,0.103674,-0.0286949,0.0499404,0.993365,-0.105126,-0.0466298,1.05328,0.093226,0.973515,-0.208751,-6.1705,0.0673399,0.203019,0.976857,5.46804,0.874155,-0.241949,0.421086,0.237758
6047,1.70087,4.0258,7.18207,0.671938,5,5,C4b3b,1.21874,0.17302,1.69204,-2.22E-16,0.235608,2.30412,-1.05203,0.965166,0.259944,-0.0286932,0.00775653,0.998233,-0.0298899,-0.0513549,4.76814,5.55E-05,0.864738,-0.502223,3.4219,0.0594199,0.501333,0.863212,-0.910463,0.993526,-0.109668,0.0296461,0.529437
6046,4.79903,0.833007,7.26599,0.033239,5,6,C3b4b,3.06262,1.57531,-4.53311,0.833007,1.80676,-5.19913,3.81336,0.980687,0.102052,0.0549255,-0.157551,0.944322,0.320227,0.0755728,0.935286,-0.297806,0.929526,-0.217469,-4.93383,-0.139886,0.182854,0.973137,3.94032,0.521775,0.280826,-0.805535,0.393709
6045,4.53288,0.280216,5.9823,0.40208,5,3,C4c4c,0.177386,4.05381,-2.0282,0,4.06576,-2.03418,-0.176882,0.999479,0.0116725,-0.0286397,-0.00924222,0.998189,0.0178062,-0.0574653,5.13227,-0.0191434,0.999557,-0.0228034,-7.91514,0.0570338,0.0238621,0.998087,-0.652691,0.361618,-0.88727,-0.286328,0.0645681
6044,4.29927,1.262,5.62215,1.47724,5,4,C24cX,-2.10698,3.86578,1.88136,1.262,1.97857,0.962914,1.44717,0.976809,0.0356185,0.0817882,-0.194642,0.910851,0.386082,0.145917,7.00749,-0.374429,0.921692,-0.101424,3.41836,-0.173649,0.0377461,0.984084,0.907306,0.166356,0.381991,-0.90907,0.431562
6043,0.202526,3.54088,8.72852,0.761602,4,5,B4cXX,1.48796,0.166909,-1.35791,4.46575,0.0247077,-0.201013,3.54088,0.914473,0.393485,0.07069,-0.0625413,0.982183,0.170016,0.0800701,1.92811,-0.0587537,0.682516,-0.728505,-7.08871,-0.178506,0.710821,0.680345,-1.878,0.972416,0.174696,-0.154558,0.833185
6042,3.96655,3.62191,9.57545,2.1048,5,3,C4c4c,0.766014,-0.169381,3.96293,0,-0.177775,4.15932,-0.740363,0.970804,0.191974,0.0712651,0.12493,0.958628,-0.215202,0.186335,7.38559,0.269926,0.895077,-0.354933,0.685692,-0.0904023,0.390545,0.916134,-5.92195,0.800308,0.297092,0.52081,0.484475
6041,2.08664,0.271795,5.09307,2.74964,5,4,C24aX,-1.75879,2.08613,-0.0464016,0,0.526831,-0.0117183,0.812869,0.880794,0.415942,0.204612,-0.0965805,0.897612,0.340349,0.280098,4.98325,7.87E-05,0.635328,-0.772242,0.0503454,-0.440786,0.693196,0.570252,-1.66101,0.878443,0.432127,-0.203972,0.98652
6040,3.87684,2.5151,8.74478,0.287651,5,6,C4b3b,0.235349,0.0211375,-3.87679,2.5151,0.0212035,-3.88889,2.75014,0.999643,0.0257229,0.000326469,-0.00723635,0.999895,0.0144843,0.000280425,1.68985,-0.0144507,0.998572,-0.0514321,-4.75009,-0.00102498,0.0514227,0.998676,2.70532,0.962562,0.0122166,-0.270787,0.0534531
6039,1.82532,4.75867,5.25413,1.19731,3,6,B3bXX,1.99462,0.716855,0.869292,-1.99462,0.716855,0.869292,8.88E-16,0.99621,0.0627987,0.0284395,-0.053034,0.992757,0.109238,0.0500024,2.54884,-0.102094,0.986487,-0.128138,-3.82543,-0.0633243,0.122105,0.990495,-3.90325,0.722011,0.326975,-0.609744,0.174175
6038,2.04593,1.1239,8.6875,3.92891,5,6,C23bX,-4.73513,1.94259,-0.642025,1.1239,-2.55263,0.843644,1.20935,0.965395,0.191736,-0.089365,0.152527,0.937499,-0.328767,-0.114055,5.76559,0.260229,0.879945,-0.397464,-1.63506,0.231035,0.342941,0.910502,0.486671,0.735203,-0.342665,0.584857,0.527689
